Model,Epoch,Validation Accuracy,Validation Loss,Train Accuracy,Train Loss
MobileNetV2,45,0.3838447034358978,2.633652925491333,0.5254784822463989,1.8468215465545654
MobileNetV2,46,0.3788353204727173,2.6342461109161377,0.5247696042060852,1.8395371437072754
MobileNetV2,47,0.3772698938846588,2.6251678466796875,0.530282735824585,1.8377163410186768
MobileNetV2,48,0.37946149706840515,2.6232571601867676,0.5338268876075745,1.8116720914840698
MobileNetV2,49,0.3854101300239563,2.6151790618896484,0.5402063727378845,1.787218689918518
MobileNetV2,50,0.3807138502597809,2.618549108505249,0.5406001210212708,1.7753560543060303
EfficientNetB0,1,0.08484658598899841,4.702307224273682,0.024021422490477562,5.0042572021484375
EfficientNetB0,2,0.1656230390071869,4.164198875427246,0.08970622718334198,4.498960018157959
EfficientNetB0,3,0.2150907963514328,3.754498243331909,0.16381822526454926,4.00103759765625
EfficientNetB0,4,0.24702566862106323,3.4880473613739014,0.2108372002840042,3.6474335193634033
EfficientNetB0,5,0.2711333632469177,3.300111770629883,0.2537607252597809,3.3875863552093506
EfficientNetB0,6,0.2930494546890259,3.1617305278778076,0.285421758890152,3.1901328563690186
EfficientNetB0,7,0.30776455998420715,3.0588948726654053,0.30558398365974426,3.0524330139160156
EfficientNetB0,8,0.32091420888900757,2.977137804031372,0.33409467339515686,2.9285292625427246
EfficientNetB0,9,0.334063857793808,2.906165361404419,0.34527841210365295,2.8298511505126953
EfficientNetB0,10,0.3453350067138672,2.8436901569366455,0.3655981719493866,2.7545464038848877
EfficientNetB0,11,0.3509705662727356,2.7965168952941895,0.37835708260536194,2.680988311767578
EfficientNetB0,12,0.3541014492511749,2.7481839656829834,0.3928487002849579,2.609595775604248
EfficientNetB0,13,0.3619286119937897,2.7128093242645264,0.40718281269073486,2.5459060668945312
EfficientNetB0,14,0.37664371728897095,2.672755479812622,0.41167205572128296,2.5008699893951416
EfficientNetB0,15,0.3782091438770294,2.6395130157470703,0.41529494524002075,2.4574549198150635
EfficientNetB0,16,0.37664371728897095,2.6207966804504395,0.42907774448394775,2.4026567935943604
EfficientNetB0,17,0.39167189598083496,2.5861399173736572,0.43270063400268555,2.3619766235351562
EfficientNetB0,18,0.39417657256126404,2.5652637481689453,0.44120657444000244,2.3149032592773438
EfficientNetB0,19,0.38885411620140076,2.5431461334228516,0.45034259557724,2.2869508266448975
EfficientNetB0,20,0.398246705532074,2.5324697494506836,0.4596361219882965,2.238232374191284
EfficientNetB0,21,0.40200376510620117,2.5093207359313965,0.4649917185306549,2.216996908187866
EfficientNetB0,22,0.40356919169425964,2.487043619155884,0.4690084159374237,2.1891884803771973
EfficientNetB0,23,0.40356919169425964,2.472989559173584,0.476963073015213,2.1589736938476562
EfficientNetB0,24,0.4113963544368744,2.461214065551758,0.48483893275260925,2.129486560821533
EfficientNetB0,25,0.4123356342315674,2.443270444869995,0.4926360547542572,2.08612322807312
EfficientNetB0,26,0.41014403104782104,2.432218074798584,0.4904308021068573,2.0861856937408447
EfficientNetB0,27,0.41671884059906006,2.4180445671081543,0.502008318901062,2.048865556716919
EfficientNetB0,28,0.4189104437828064,2.4058167934417725,0.503110945224762,2.0323150157928467
EfficientNetB0,29,0.4239198565483093,2.3944616317749023,0.5065763592720032,2.005941867828369
EfficientNetB0,30,0.42485910654067993,2.3889522552490234,0.5090178847312927,2.000128984451294
EfficientNetB0,31,0.4220413267612457,2.3754544258117676,0.515397310256958,1.9652721881866455
EfficientNetB0,32,0.4239198565483093,2.361494541168213,0.5200440883636475,1.937839150428772
EfficientNetB0,33,0.4257983863353729,2.357597827911377,0.5216192603111267,1.9208762645721436
EfficientNetB0,34,0.4301815927028656,2.353107213973999,0.5261085033416748,1.9119514226913452
EfficientNetB0,35,0.4311208426952362,2.3413984775543213,0.5317791700363159,1.8903255462646484
EfficientNetB0,36,0.42517220973968506,2.3463470935821533,0.5298101902008057,1.8773595094680786
EfficientNetB0,37,0.429242342710495,2.3326334953308105,0.5311490893363953,1.8598248958587646
EfficientNetB0,38,0.4414527118206024,2.319077730178833,0.5339056253433228,1.8551092147827148
EfficientNetB0,39,0.4411396384239197,2.3177831172943115,0.5457194447517395,1.826412320137024
EfficientNetB0,40,0.4386349320411682,2.3080832958221436,0.5442230701446533,1.8132169246673584
EfficientNetB0,41,0.43706950545310974,2.3162364959716797,0.5428053736686707,1.8023258447647095
EfficientNetB0,42,0.4420788884162903,2.301379680633545,0.5483972430229187,1.7864625453948975
EfficientNetB0,43,0.4420788884162903,2.2962803840637207,0.5493423938751221,1.7839324474334717
EfficientNetB0,44,0.44176581501960754,2.2935948371887207,0.5502874851226807,1.7724292278289795
EfficientNetB0,45,0.4423919916152954,2.293865919113159,0.5554855465888977,1.7549408674240112
EfficientNetB0,46,0.4477144777774811,2.2814230918884277,0.5616287589073181,1.732630968093872
EfficientNetB0,47,0.44834062457084656,2.272693395614624,0.5579270720481873,1.7347930669784546
EfficientNetB0,48,0.4470883011817932,2.2740633487701416,0.5643065571784973,1.712011694908142
EfficientNetB0,49,0.4467751979827881,2.26527738571167,0.5674569010734558,1.6920015811920166
EfficientNetB0,50,0.4458359479904175,2.268167495727539,0.5713160634040833,1.6957319974899292
ResNet50V2,1,0.04852849245071411,4.8017377853393555,0.01724816858768463,5.173333168029785
ResNet50V2,2,0.11897307634353638,4.364344596862793,0.05292588844895363,4.695727825164795
ResNet50V2,3,0.16468378901481628,4.005553722381592,0.09781838208436966,4.29339075088501
ResNet50V2,4,0.19254852831363678,3.7731332778930664,0.14192329347133636,3.9641902446746826
ResNet50V2,5,0.2150907963514328,3.6235837936401367,0.17996376752853394,3.7198617458343506
ResNet50V2,6,0.22917971014976501,3.5189175605773926,0.2060329169034958,3.5576751232147217
ResNet50V2,7,0.2429555356502533,3.426858425140381,0.22792786359786987,3.394873857498169
ResNet50V2,8,0.2604884207248688,3.3630688190460205,0.25391826033592224,3.2713584899902344
ResNet50V2,9,0.2642454504966736,3.3127238750457764,0.27179649472236633,3.1627838611602783
ResNet50V2,10,0.2661239802837372,3.2731246948242188,0.28770574927330017,3.0763957500457764
ResNet50V2,11,0.2661239802837372,3.258307695388794,0.3010160028934479,2.993837833404541
ResNet50V2,12,0.2777082026004791,3.2129523754119873,0.31944555044174194,2.910365104675293
ResNet50V2,13,0.2867877185344696,3.191528558731079,0.33811137080192566,2.832226276397705
ResNet50V2,14,0.28897932171821594,3.1621463298797607,0.3477987051010132,2.7611517906188965
ResNet50V2,15,0.2905447781085968,3.1452808380126953,0.3611089289188385,2.7001383304595947
ResNet50V2,16,0.2943018078804016,3.123555898666382,0.36764588952064514,2.6517465114593506
ResNet50V2,17,0.30025047063827515,3.118647813796997,0.37158384919166565,2.6023080348968506
ResNet50V2,18,0.2996242940425873,3.1112678050994873,0.39489641785621643,2.546851396560669
ResNet50V2,19,0.30494678020477295,3.0891454219818115,0.4007245898246765,2.499655246734619
ResNet50V2,20,0.30306825041770935,3.0839526653289795,0.40781286358833313,2.467529773712158
ResNet50V2,21,0.31214776635169983,3.0765039920806885,0.4078916311264038,2.4270975589752197
ResNet50V2,22,0.3024420738220215,3.0764336585998535,0.42332834005355835,2.3940510749816895
ResNet50V2,23,0.3118346929550171,3.059995651245117,0.4293140172958374,2.351872205734253
ResNet50V2,24,0.3112085163593292,3.0573995113372803,0.4345908463001251,2.321814775466919
ResNet50V2,25,0.3090169131755829,3.049898862838745,0.4485311508178711,2.2734103202819824
ResNet50V2,26,0.308390736579895,3.039339303970337,0.4538867473602295,2.2384963035583496
ResNet50V2,27,0.31621789932250977,3.0440022945404053,0.45593446493148804,2.2208311557769775
ResNet50V2,28,0.3165310025215149,3.0404157638549805,0.46349531412124634,2.189507484436035
ResNet50V2,29,0.31496554613113403,3.0519344806671143,0.46790581941604614,2.1721978187561035
ResNet50V2,30,0.31997495889663696,3.0292272567749023,0.4747578203678131,2.1325626373291016
ResNet50V2,31,0.32185348868370056,3.0342767238616943,0.47908955812454224,2.1165120601654053
ResNet50V2,32,0.32341891527175903,3.0316638946533203,0.48704418540000916,2.0737946033477783
ResNet50V2,33,0.3259236216545105,3.0256364345550537,0.4958651661872864,2.0507283210754395
ResNet50V2,34,0.3237319886684418,3.0305404663085938,0.49862173199653625,2.0358853340148926
ResNet50V2,35,0.3221665620803833,3.0247175693511963,0.5017720460891724,2.019796371459961
ResNet50V2,36,0.32623669505119324,3.0223548412323,0.5082302689552307,1.9846103191375732
ResNet50V2,37,0.3284282982349396,3.017873764038086,0.5117744207382202,1.9717323780059814
ResNet50V2,38,0.32091420888900757,3.0290427207946777,0.510986864566803,1.950782060623169
ResNet50V2,39,0.3268628716468811,3.031615734100342,0.5147672891616821,1.94002366065979
ResNet50V2,40,0.31903567910194397,3.0324525833129883,0.5216192603111267,1.9125094413757324
ResNet50V2,41,0.32623669505119324,3.022573947906494,0.528786301612854,1.884940266609192
ResNet50V2,42,0.32341891527175903,3.026594400405884,0.529180109500885,1.8713772296905518
ResNet50V2,43,0.3296806514263153,3.0062103271484375,0.5512325763702393,1.7980608940124512
ResNet50V2,44,0.33093300461769104,3.0059826374053955,0.5530440211296082,1.8000081777572632
ResNet50V2,45,0.32999372482299805,3.003648281097412,0.5543829202651978,1.7968827486038208
ResNet50V2,46,0.3303068280220032,3.0066192150115967,0.550051212310791,1.7987686395645142
ResNet50V2,47,0.32748904824256897,3.0068325996398926,0.5582420825958252,1.780639886856079
ResNet50V2,48,0.335003137588501,3.004293918609619,0.5467433333396912,1.7990792989730835
ResNet50V2,49,0.3324984312057495,3.0061874389648438,0.5609986782073975,1.7722406387329102
ResNet50V2,50,0.3343769609928131,3.0049757957458496,0.5631251335144043,1.7536779642105103
