Model,Max Train Acc,Max Val Acc,Min Val Loss
MobileNetV2,0.5406001210212708,0.3854101300239563,2.6151790618896484
EfficientNetB0,0.5713160634040833,0.44834062457084656,2.26527738571167
ResNet50V2,0.5631251335144043,0.335003137588501,3.003648281097412
